Participant ID,t2.q18.a1,t2.q18.a1.ch,t2.q18.a1.la,t2.q18.a1.monty,t2.q18.a2,t2.q18.a2.ch,t2.q18.a2.la,t2.q18.a2.monty,t2q18a3,t2.q18.a3.ch,t2.q18.a3.la,t2.q18.a3.monty,t2q18a4,t2.q18.a4.ch,t2.q18.a4.la,t2.q18.a4.monty,t2q18a5,t2.q18.a5.ch,t2.q18.a5.la,t2.q18.a5.monty,t2q1anu,t3q18a1,t3.q18.a1.ch,t3.q18.a1.la,t3.q18.a1.monty,t3q18a2,t3.q18.a2.ch,t3.q18.a2.la,t3.q18.a2.monty,t3q18a3,t3.q18.a3.ch,t3.q18.a3.la,t3.q18.a3.monty,t3q18a4,t3.q18.a4.ch,t3.q18.a4.la,t3.q18.a4.monty,t3q18a5,t3.q18.a5.ch,t3.q18.a5.la,t3.q18.a5.monty,t3q18anu,t2q18b1,t2.q18.b1.ch,t2.q18.b1.la,t2.q18.b1.monty,t2q18b2,t2.q18.b2.ch,t2.q18.b2.la,t2.q18.b2.monty,t2q18b3,t2.q18.b3.ch,t2.q18.b3.la,t2.q18.b3.monty,t2q18b4,t2.q18.b4.ch,t2.q18.b4.la,t2.q18.b4.monty,t2q18b5,t2.q18.b5.ch,t2.q18.b5.la,t2.q18.b5.monty,t2q18bnu,t3q18b1,t3.q18.b1.ch,t3.q18.b1.la,t3.q18.b1.monty,t3q18b2,t3.q18.b2.ch,t3.q18.b2.la,t3.q18.b2.monty,t3q18b3,t3.q18.b3.ch,t3.q18.b3.la,t3.q18.b3.monty,t3q18b4,t3.q18.b4.ch,t3.q18.b4.la,t3.q18.b4.monty,t3q18b5,t3.q18.b5.ch,t3.q18.b5.la,t3.q18.b5.monty,t3q18bnu,t2q19a1,t2.q19.a1.ch,t2.q19.a1.la,t2.q19.a1.monty,t2q19a2,t2.q19.a2.ch,t2.q19.a2.la,t2.q19.a2.monty,t2q19a3,t2.q19.a3.ch,t2.q19.a3.la,t2.q19.a3.monty,t2q19a4,t2.q19.a4.ch,t2.q19.a4.la,t2.q19.a4.monty,t2q19a5,t2.q19.a5.ch,t2.q19.a5.la,t2.q19.a5.monty,t219anu,t3q19a1,t3.q19.a1.ch,t3.q19.a1.la,t3.q19.a1.monty,t3q19a2,t3.q19.a2.ch,t3.q19.a2.la,t3.q19.a2.monty,t3q19a3,t3.q19.a3.ch,t3.q19.a3.la,t3.q19.a3.monty,t3q19a4,t3.q19.a4.ch,t3.q19.a4.la,t3.q19.a4.monty,t3q19a5,t3.q19.a5.ch,t3.q19.a5.la,t3.q19.a5.monty,t319anu,t2q19b1,t2.q19.b1.ch,t2.q19.b1.la,t2.q19.b1.monty,t2q19b2,t2.q19.b2.ch,t2.q19.b2.la,t2.q19.b2.monty,t2q19b3,t2.q19.b3.ch,t2.q19.b3.la,t2.q19.b3.monty,t2q19b4,t2.q19.b4.ch,t2.q19.b4.la,t2.q19.b4.monty,t2q19b5,t2.q19.b5.ch,t2.q19.b5.la,t2.q19.b5.monty,t2q19bnu,t3q19b1,t3.q19.b1.ch,t3.q19.b1.la,t3.q19.b1.monty,t3q19b2,t3.q19.b2.ch,t3.q19.b2.la,t3.q19.b2.monty,t3q19b3,t3.q19.b3.ch,t3.q19.b3.la,t3.q19.b3.monty,t3q19b4,t3.q19.b4.ch,t3.q19.b4.la,t3.q19.b4.monty,t3q19b5,t3.q19.b5.ch,t3.q19.b5.la,t3.q19.b5.monty,t319bnu,t2q20a1,t2.q20.a1.ch,t2.q20.a1.la,t2.q20.a1.monty,t2q20a2,t2.q20.a2.ch,t2.q20.a2.la,t2.q20.a2.monty,t2q20a3,t2.q20.a3.ch,t2.q20.a3.la,t2.q20.a3.monty,t2q20a4,t2.q20.a4.ch,t2.q20.a4.la,t2.q20.a4.monty,t2q20a5,t2.q20.a5.ch,t2.q20.a5.la,t2.q20.a5.monty,t2q20anu,t3q20a1,t3.q20.a1.ch,t3.q20.a1.la,t3.q20.a1.monty,t3q20a2,t3.q20.a2.ch,t3.q20.a2.la,t3.q20.a2.monty,t3q20a3,t3.q20.a3.ch,t3.q20.a3.la,t3.q20.a3.monty,t3q20a4,t3.q20.a4.ch,t3.q20.a4.la,t3.q20.a4.monty,t3q20a5,t3.q20.a5.ch,t3.q20.a5.la,t3.q20.a5.monty,t3q20anu,t2q20b1,t2.q20.b1.ch,t2.q20.b1.la,t2.q20.b1.monty,t2q20b2,t2.q20.b2.ch,t2.q20.b2.la,t2.q20.b2.monty,t2q20b3,t2.q20.b3.ch,t2.q20.b3.la,t2.q20.b3.monty,t2q20b4,t2.q20.b4.ch,t2.q20.b4.la,t2.q20.b4.monty,t2q20b5,t2.q20.b5.ch,t2.q20.b5.la,t2.q20.b5.monty,t2q20bnu,t3q20b1,t3.q20.b1.ch,t3.q20.b1.la,t3.q20.b1.monty,t3q20b2,t3.q20.b2.ch,t3.q20.b2.la,t3.q20.b2.monty,t3q20b3,t3.q20.b3.ch,t3.q20.b3.la,t3.q20.b3.monty,t3q20b4,t3.q20.b4.ch,t3.q20.b4.la,t3.q20.b4.monty,t3q20b5,t3.q20.b5.ch,t3.q20.b5.la,t3.q20.b5.monty,t3q20bnu,t2q21a1,t2.q21.a1.ch,t2.q21.a1.la,t2.q21.a1.monty,t2q21a2,t2.q21.a2.ch,t2.q21.a2.la,t2.q21.a2.monty,t2q21a3,t2.q21.a3.ch,t2.q21.a3.la,t2.q21.a3.monty,t2q21a4,t2.q21.a4.ch,t2.q21.a4.la,t2.q21.a4.monty,t2q21a5,t2.q21.a5.ch,t2.q21.a5.la,t2.q21.a5.monty,t2q21anu,t3q21a1,t3.q21.a1.ch,t3.q21.a1.la,t3.q21.a1.monty,t3q21a2,t3.q21.a2.ch,t3.q21.a2.la,t3.q21.a2.monty,t3q21a3,t3.q21.a3.ch,t3.q21.a3.la,t3.q21.a3.monty,t3q21a4,t3.q21.a4.ch,t3.q21.a4.la,t3.q21.a4.monty,t3q21a5,t3.q21.a5.ch,t3.q21.a5.la,t3.q21.a5.monty,t3q21anu,t2q21b1,t2.q21.b1.ch,t2.q21.b1.la,t2.q21.b1.monty,t2q21b2,t2.q21.b2.ch,t2.q21.b2.la,t2.q21.b2.monty,t2q21b3,t2.q21.b3.ch,t2.q21.b3.la,t2.q21.b3.monty,t2q21b4,t2.q21.b4.ch,t2.q21.b4.la,t2.q21.b4.monty,t2q21b5,t2.q21.b5.ch,t2.q21.b5.la,t2.q21.b5.monty,t2q21bnu,t3q21b1,t3.q21.b1.ch,t3.q21.b1.la,t3.q21.b1.monty,t3q21b2,t3.q21.b2.ch,t3.q21.b2.la,t3.q21.b2.monty,t3q21b3,t3.q21.b3.ch,t3.q21.b3.la,t3.q21.b3.monty,t3q21b4,t3.q21.b4.ch,t3.q21.b4.la,t3.q21.b4.monty,t3q21b5,t3.q21.b5.ch,t3.q21.b5.la,t3.q21.b5.monty,t3q21bnu
597,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEIR CHILDREN HAVE NOT GOT INTO GRAMMAR SCHOOL,90,1,90,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEIR CHILD HAS RECEIVED ENTRY INTO GRAMMAR SCHOOL,6,2,2,CHILDREN WHO HAVE PROVEN THEIR ABILITY SHOULD BE PUSHED FORWARD,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO BE EDUCATED IN THEIR OWN FAITH,"7,6",7,7,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY SHOULD BE EDUCATED IN ALL FAITHS,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO PROVIDE MORE INTEGRATION IN SOCIETY,4,4,,REDUCE SECTARIANISM,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY WANTED EXCLUSIVE RELIGION,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,A NICE TRANSITION INTO SECONDARY EDUCATION,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY WOULD PREFER CHILDREN TO CHANGE SCHOOL AT AGE 11,94,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
21,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IT DEPENDS ON HOW THE PARENTS FEEL ABOUT THEIR OWN RELIGION IF THEY WANT TO HAVE THEM MIXING OR NOT,6,94,6,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY WOULD RATHER THEIR CHILDREN LEARNING ABOUT OTHER PEOPLES RELIGIONS,4,4,,BREAK DOWN COMMUNITY COMMUNICATION BARRIER SO THEY KNOW HOW EACH OTHER FEELS,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
572,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY WANT TO SEE FAIRNESS AND EQUALITY/ SCOPE OFFERED TO ALL CHILDREN,3,3,,"MIGHT HAVE ISSUES WITH DIFF TYPES OF SCOOL EG. SAME SEX // DONT UNDERSTAND ETHOS , PEOPLE","3,90",90,90,BASED ON KNOWLEGE AND RESEARCH,90,94,90,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,ETHNIC BACKGROUND/CATHOLIC OR PROTESTANT,3,3,,TRADITION / SCARED OF CHANGE,"8,4,5","1,8",8,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,UPBRINGING / HOW THEY VIEW WORLD / RELIGION - IF SHOULD MIX OR NOT / TRADITION,"6,3",6,6,FEEL LOSE PART OF ETHOS BY NOT DOING IT /,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MORE FORWARD THINKING / LOOK TO FUTURE / THINK OF CHILDREN AND GROUNDED / WELL AADJUSTED / MAKE CHANGE IN RACE AND CULTURE,4,4,,COME FROM MIXED BACKGROUNDG THEMSELVES SO ITS A NICE OPTION,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BALANCE DIVERSITY AND FORWARD THINKING / IMPROVE FROM THE FUTURE /,4,4,,JOBS /,90,94,1,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,GOES BACK TO TRADITIONALISM / DONT WANT TO MIX OTHER CULTURES AND RELIGIONS,"8,3",8,8,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,ISSUES AROUND BULLYING / YOUNGER AND OLDER CHILDREN /,4,4,,SMALL NUMBERS TO BIGGER NUMBERS / INTIMIDATING FOR YOUNGER CHILDREN - WHO AREN'T EMOTIONALLY PREPARED,"4,1","2, 4","2,4",DON'T LIKE CHANGE,"6,5",5,5,NA,92,92,,NA,92,92,,
9,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,EVERYBODYS EQUAL IN EDUCATION,3,3,,"EVERYONE HAS A RIGHT TO EDUCATION REGARDLESS OF RACE,COLOUR ETC",3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO CONTINUE ON WITH THEIR OWN BELIEFS,6,6,,NARROW MINDED,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BECAUSE OF THE HISTORY OF NORTHERN IRELAND,4,94,,SEEN AS A WAY OF SEEING OTHER PEOPLES VIEWS,4,4,,LEARNING OTHER PEOPLES TRADITIONS AND RELIGIONS,4,4,,RESPECT,4,4,,NA,92,92,,4,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,FOR FINANCIAL REASONS,1,1,,BONDING ISSUES,4,94,4,DEVELOPING TRUST EMPATHY AND UNDERSTANDING,4,4,,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NARROW MINDED,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
74,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,GIVE CHILD A FAIR CHANCE,3,3,,TO MAKE SURE EVERY CHILD SCORED THE SAME WAY,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NOT ALL CHILDREN THE SAME,2,1,2,INFLEXIBLE FOR CHIDREN WHO NEED TO BE TAUGHT DIFFERENTLY,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TEACHING OF THE RELIGION,7,7,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BETTER INTEGRATION AND KNOWLEDGE OF OTHER CULTURES,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO BECOME AWARE OF OTHER RELIGIONS AND CULTURE,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,SOME PEOPLE STILL BITTER AND DON'T WANT CHILDREN MIXING,3,3,,IGNORANCE,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
755,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,SO CHILDREN ARE NOT SEPARATED AT 11,5,5,,DONT WANT CHILD TO FAIL TOO YOUNG,"5,2",5,5,GET RID OF SOCIAL STATUS OF GRAMMAR SCHOOLS,3,3,,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,SELECTIVE SYSTEM HAS WORKED FOR SO LONG,"1,8",1,1,DON'T HAVE TO STREAM CHILDREN IN COMPREHENSIVE SYSTEM,2,1,1,TEACHERS ARE QUITE HAPPY AND AFRAID OF THE UNKNOWN,"90,4,5",1,1,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO SAFE GUARD FAITH,6,6,,COULD CAUSE SOCIAL DIFFERENCES,"4,5",4,"4,5",NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PROVIDE CHILDREN WITH WIDER EDUCATION,2,2,,I FEEL IT WOULD ENCOURAGE BETTER INTEGRATION,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,ATTEMPTING TO MOVE FORWARD,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,FAIR OF THE UNKNOWN,4,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,GETS OVER T HE SEPERATION AT 11,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,HAPPY ENOUGH WITH EXISTING SYSTEM,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
25,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MUCH BETTER AND THEY WOULD ALL BE THE SAME AND NO ONE PERSON WOULD BE BETTER,3,3,,PEOPLE IN GRAMMAR SCHOOLS THINK THEY ARE MUCH BETTER THAN CHILDREN IN SECONDARY SCHOOLS,"90,3",3,3,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MAYBE SOME PEOPLE MIGHT PREFER GRAMMAR SCHOOLS,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY MUST HAVE AN ISSUE WITH MIXING PROTESTANT WITH CATHOLICS,"3,6",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY WOULD LIKE THEIR CHILDREN TO MIX AT THAT AGE AS THEY WILL BE LATER ON IN THE WORK PLACE,4,4,,THERE WOULD BE MORE EQUAL OPPORTUNITIES IF THE KIDS MIXED AT A YOUNG AGE.,"3,4",3,3,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY OBVIOUSLY DON'T WANT CHILDEREN TO MIX IN THE CLASSROOM,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IT'S A GOOD IDEA FOR THEM TO MIX,"3,90",94,94,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY DON'T WANT THEM MIXING THEY WANT THEM TO KEEP SEPERATE THINGS,"4,3",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
620,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PEOPLES CHOICE.,94,1,1,THE CHILDS ABILITY.,2,2,,RELIGIOUS REASONS.,3,"3,4","3,4",THE AREA THAT THEY ARE FROM.,"3,6",1,1,NA,92,92,,4,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PARENTS VIEWS.,94,3,6,RELIGION AND CULTURE DIFFERENCES.,"6,3",3,5,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,UPBRINGING.,90,94,,TRYING TO MOVE ON.,4,94,4,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CHILDREN ARE MIXING TOGETHER.,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,DIFFERENT BACKGROUND AND RELIGION.,"8,3",8,8,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,AGE AND MATURIRTY DIFFERENCES.,4,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
288,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,A LOT OF PARENTS WANT ACADEMIC SELECTION. NOT TAUGHT AT LEVEL APPROPRIATE TO THEM.,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,SOME PEOPLE MIGHT THINK THEIR KIDS DONT NEED TO KNOW ABOUT OTHER RELIGIOUS AND WANT THEM WITH CHILDREN OF THEIR OWN RELIGION,6,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IMPORTANT TO LEARN ABOUT EACH OTHERS RELIGIONS.,4,4,,IMPORTANT TO HAVE A BALANCED OPINION.,4,4,,CHILDREN CAN MAKE EDUCATED DECISIONS OF THEIR OWN.,90,94,90,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MIXED RELIGION CLASSES DOESNT INTERFERE WITH THE CLASS THAT IS BEING TAUGHT.,4,4,,FRIENDSHIPS MADE ACROSS THE DIVIDE CAN ONLY BE GOOD.,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,DONT WANT THEIR CHILDREN MIXING WITH PEOPLE OF ANOTHER RELIGION.,"3,8",8,8,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
237,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,WILL HAVE TO DO IT IN HIGHER EDUCATION ANYWAY,6,1,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,POLITICAL AND RELIGIOUS POSITION,3,8,8,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
771,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PARENTS WANT THEIR LOCAL SCHOOLS TO SUPPORT THESE DUE TO TRANSPORTATION,1,1,,WANT TO BE THERE WITH OTHER SCHOOL CHILDREN,5,94,4,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TOO FINANCIALLY BURDENING ON THE GOVERNMENT,1,1,,THEY DONT WANT THE CHANGE,94,1,94,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,"THEIR BELIEF, THEY WANT THEIR CHILD TO BE TAUGHT ONE SECTYION IN THEIR COMMUNITY SCHOOL",7,7,,IF YOU VIEWED THE OTHER RELIGION AS DIFFERENT,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IT THE WAY FORWARD,4,94,,THEIR CHILD WIL BE A MORE ROUNDED PERSON,4,4,,LOCATION TO THE TOWN,1,1,,IT SUITS THEIR CHILDMINDING ARRANGEMENTS,1,1,,NA,92,92,,4,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MUTUAL RESPECT,4,4,,REGARD FOR EACH OTHERS BELIEF,4,4,,UNDERSTANDING WHERE THEY ARE COMING FROM,4,4,,RESPECTING THEIR TRADITION,4,4,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,DONT WANT THE CHANGE,"8,3",8,8,"\MIXING WITH THE ENEMY\""""",3,8,3,LACK OF RESPECT,3,3,,LACK OF KNOWLEDGE,3,3,,NA,92,92,,4,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,"PEOPLE ARE QUITE OPPOSED TO SELECTION AT THE AGE OF 11, AS THAT IS AN IN BETWEEN AGE",3,3,,IT DOES AWAY WITH TEACHING FOR ONE EVENT 11+ DOES AWAY WITH THE SLECTION PROCESS,3,4,4,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY STILL WANT THE SELECTION PROCEDURE,90,6,6,SNOBBERY,90,90,,JUST OPPOSED TO SOMETHING NEW,6,5,6,"AS HUMAN BEING WE LOOK OUT FOR OUR FAMILY. NOT ALL OUR CHILDREN HAVE GOOD LEARNING ABILITIES, SO WE WOULD LIKE THEM TO LEAVE SCHOOL AFTER A PROPER EDUCATION",91,3,3,NA,92,92,,
